id,avtor,naslov,link,ocena,glasovi 
84,Cormac McCarthy,The Road,/book/show/6288.The_Road,3.97,718471
444,Cormac McCarthy,"Blood Meridian, or the Evening Redness in the West",/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,4.16,107983
590,Cormac McCarthy,No Country for Old Men,/book/show/12497.No_Country_for_Old_Men,4.12,149027
921,Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)",/book/show/469571.All_the_Pretty_Horses,4.0,94122
1522,Cormac McCarthy,Suttree,/book/show/394469.Suttree,4.18,17796
2078,Cormac McCarthy,"The Crossing (The Border Trilogy, #2)",/book/show/365990.The_Crossing,4.13,30376
3318,Cormac McCarthy,Child of God,/book/show/293625.Child_of_God,3.77,34939
282,Cornelia Funke,"Inkheart (Inkworld, #1)",/book/show/28194.Inkheart,3.88,371467
1044,Cornelia Funke,"Inkspell (Inkworld, #2)",/book/show/28195.Inkspell,3.91,110480
1110,Cornelia Funke,"Inkdeath (Inkworld, #3)",/book/show/2325825.Inkdeath,3.93,75771
1206,Cornelia Funke,The Thief Lord,/book/show/113304.The_Thief_Lord,3.96,87303
3101,Cornelia Funke,"Dragon Rider (Dragon Rider, #1)",/book/show/100464.Dragon_Rider,3.97,77485
3671,Cornelia Funke,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath",/book/show/3334563-the-inkheart-trilogy,4.19,17527
235,Corrie ten Boom,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,/book/show/561909.The_Hiding_Place,4.42,258989
2995,Cory Doctorow,"Little Brother (Little Brother, #1)",/book/show/954674.Little_Brother,3.93,46863
1909,Courtney Allison Moulton,"Angelfire (Angelfire, #1)",/book/show/7285498-angelfire,3.93,29677
3856,Craig Silvey,Jasper Jones,/book/show/8407173-jasper-jones,4.09,26230
2335,Craig Thompson,Blankets,/book/show/25179.Blankets,4.05,95168
2781,Cristiane Serruya,"Trust: A New Beginning (Trust Trilogy, #1)",/book/show/16160314-trust,3.7,972
2061,Crockett Johnson,"Harold and the Purple Crayon (Harold, #1)",/book/show/98573.Harold_and_the_Purple_Crayon,4.25,127369
2976,Curtis Sittenfeld,Prep,/book/show/9844.Prep,3.39,60830
928,Cynthia Hand,"Unearthly (Unearthly, #1)",/book/show/7488244-unearthly,4.02,122007
3626,Cynthia Hand,"Boundless (Unearthly, #3)",/book/show/13049981-boundless,4.13,44478
3639,Cynthia Hand,"Hallowed (Unearthly, #2)",/book/show/11563110-hallowed,4.1,72577
3667,Cynthia Voigt,"Homecoming (Tillerman Cycle, #1)",/book/show/12125.Homecoming,3.94,20568
3600,D.B.C. Pierre,Vernon God Little,/book/show/11711.Vernon_God_Little,3.6,28200
544,D.H. Lawrence,Lady Chatterley's Lover,/book/show/32049.Lady_Chatterley_s_Lover,3.51,102102
1405,D.H. Lawrence,Sons and Lovers,/book/show/32071.Sons_and_Lovers,3.63,47255
2517,D.J. MacHale,"The Merchant of Death (Pendragon, #1)",/book/show/833710.The_Merchant_of_Death,3.95,47118
1327,D.S.   Smith,Unparalleled,/book/show/40881903-unparalleled,4.29,5911
1316,Dalai Lama XIV,The Art of Happiness,/book/show/38210.The_Art_of_Happiness,4.16,93818
745,Dale Carnegie,How to Win Friends and Influence People,/book/show/4865.How_to_Win_Friends_and_Influence_People,4.2,616322
522,Dalton Trumbo,Johnny Got His Gun,/book/show/51606.Johnny_Got_His_Gun,4.18,34395
15,Dan Brown,"The Da Vinci Code (Robert Langdon, #2)",/book/show/968.The_Da_Vinci_Code,3.86,1939549
457,Dan Brown,"The Lost Symbol (Robert Langdon, #3)",/book/show/6411961-the-lost-symbol,3.71,522822
524,Dan Brown,"Angels &amp; Demons (Robert Langdon, #1)",/book/show/960.Angels_Demons,3.9,2683492
668,Dan Brown,"Inferno (Robert Langdon, #4)",/book/show/17212231-inferno,3.85,470783
739,Dan Brown,Digital Fortress,/book/show/11125.Digital_Fortress,3.66,562432
882,Dan Brown,Deception Point,/book/show/976.Deception_Point,3.72,593009
2164,Dan Brown,"Origin (Robert Langdon, #5)",/book/show/32283133-origin,3.86,258591
3734,Dan Howell,The Amazing Book Is Not on Fire,/book/show/25224799-the-amazing-book-is-not-on-fire,4.45,17403
3349,Dan Millman,Way of the Peaceful Warrior: A Book That Changes Lives,/book/show/2255.Way_of_the_Peaceful_Warrior,4.13,46399
588,Dan Simmons,"Hyperion (Hyperion Cantos, #1)",/book/show/77566.Hyperion,4.23,189692
1677,Dan Simmons,The Fall of Hyperion (Hyperion Cantos #2),/book/show/77565.The_Fall_of_Hyperion,4.21,95898
3984,Dan Simmons,The Terror,/book/show/3974.The_Terror,4.06,43219
2202,Dan Wells,"Partials (Partials Sequence, #1)",/book/show/12476820-partials,3.93,53935
2924,Daniel  Kelly,"The Fall of the Phoenix (Heroes of Troy, #1)",/book/show/41715111-the-fall-of-the-phoenix,4.37,1072
402,Daniel Defoe,Robinson Crusoe (Robinson Crusoe #1),/book/show/2932.Robinson_Crusoe,3.68,248460
3899,Daniel Glattauer,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",/book/show/1820716.Gut_gegen_Nordwind,3.87,20183
2900,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,/book/show/16158542-the-boys-in-the-boat,4.35,224030
1926,Daniel Kahneman,"Thinking, Fast and Slow",/book/show/11468377-thinking-fast-and-slow,4.16,312328
116,Daniel Keyes,Flowers for Algernon,/book/show/36576608-flowers-for-algernon,4.14,480034
3159,Daniel Mangena,Stepping Beyond Intention,/book/show/41574189-stepping-beyond-intention,4.36,436
548,Daniel Quinn,Ishmael,/book/show/40611328-ishmael,3.98,83783
2178,Daniel Silva,House of Spies (Gabriel Allon #17),/book/show/31371230-house-of-spies,4.3,28958
2687,Daniel Suarez,"Daemon (Daemon, #1)",/book/show/6665847-daemon,4.15,41719
2062,Danielle  Paige,"Dorothy Must Die (Dorothy Must Die, #1)",/book/show/18053060-dorothy-must-die,3.81,68092
2555,Danielle DeVor,Tail of the Devil  (Mathias Drvar #1),/book/show/17383481-tail-of-the-devil,4.03,204
2468,Danielle Simmons,"Evoke (Lake Haven, #1)",/book/show/42439142-evoke,4.49,224
145,Dante Alighieri,The Divine Comedy,/book/show/6656.The_Divine_Comedy,4.04,120409
403,Dante Alighieri,Inferno,/book/show/15645.Inferno,4.0,143686
79,Daphne du Maurier,Rebecca,/book/show/17899948-rebecca,4.23,455168
3001,Daphne du Maurier,My Cousin Rachel,/book/show/18869970-my-cousin-rachel,3.97,38951
3400,Daphne du Maurier,Frenchman's Creek,/book/show/84573.Frenchman_s_Creek,3.95,13083
3542,Daphne du Maurier,Jamaica Inn,/book/show/18869967-jamaica-inn,3.87,32067
2383,Darin C.  Brown,"The Sound of Suffering (The Master of Perception, #2)",/book/show/42773851-the-sound-of-suffering,4.26,423
1829,Darren Shan,"A Living Nightmare (Cirque Du Freak, #1)",/book/show/8962.A_Living_Nightmare,4.07,50674
2792,Darren Shan,"Lord Loss (The Demonata, #1)",/book/show/164719.Lord_Loss,4.23,20026
3361,Darren Shan,"Sons of Destiny (Cirque Du Freak, #12)",/book/show/8948.Sons_of_Destiny,4.21,19220
3727,Darren Shan,The Vampire's Assistant (Cirque du Freak #2),/book/show/8965.The_Vampire_s_Assistant,4.12,38393
1855,Darynda Jones,"First Grave on the Right (Charley Davidson, #1)",/book/show/8788554-first-grave-on-the-right,4.04,74829
3530,Darynda Jones,"Second Grave on the Left (Charley Davidson, #2)",/book/show/9565045-second-grave-on-the-left,4.26,46017
3978,Darynda Jones,"Third Grave Dead Ahead (Charley Davidson, #3)",/book/show/12043770-third-grave-dead-ahead,4.36,40189
911,Dashiell Hammett,The Maltese Falcon,/book/show/29999.The_Maltese_Falcon,3.9,90049
3636,Dashiell Hammett,Red Harvest,/book/show/30005.Red_Harvest,3.97,24004
2000,Dave Barry,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",/book/show/34262.Peter_and_the_Starcatchers,4.03,71393
2361,Dave Cullen,Columbine,/book/show/5632446-columbine,4.28,71379
672,Dave Eggers,A Heartbreaking Work of Staggering Genius,/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,3.69,172079
1184,Dave Eggers,What Is the What,/book/show/4952.What_Is_the_What,4.15,75928
2947,Dave Eggers,The Circle,/book/show/18302455-the-circle,3.43,183592
381,Dave Pelzer,"A Child Called &quot;It&quot; (Dave Pelzer, #1)",/book/show/60748.A_Child_Called_It_,4.11,379969
1396,Dave Pelzer,"My Story: &quot;A Child Called It&quot;, &quot;The Lost Boy&quot;, &quot;A Man Named Dave&quot;",/book/show/822989.My_Story,4.21,10715
3511,Dave Ramsey,The Total Money Makeover: A Proven Plan for Financial Fitness,/book/show/78427.The_Total_Money_Makeover,4.27,70700
2046,David  Wong,"John Dies at the End (John Dies at the End, #1)",/book/show/1857440.John_Dies_at_the_End,3.9,60242
3188,David Baldacci,"The Camel Club (Camel Club, #1)",/book/show/15158.The_Camel_Club,4.04,80636
3882,David Baldacci,Wish You Well,/book/show/87745.Wish_You_Well,3.99,22887
1161,David Benioff,City of Thieves,/book/show/1971304.City_of_Thieves,4.28,117511
1680,David Clement-Davies,"The Sight (The Sight, #1)",/book/show/58085.The_Sight,4.14,12396
1221,David Eddings,"Pawn of Prophecy (The Belgariad, #1)",/book/show/44659.Pawn_of_Prophecy,4.14,95397
3553,David Eddings,"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",/book/show/44660.The_Belgariad_Boxed_Set,4.27,14390
1401,David Fishelson,Franz Kafka's The Castle,/book/show/17689.Franz_Kafka_s_The_Castle,4.08,27925
426,David Foster Wallace,Infinite Jest,/book/show/6759.Infinite_Jest,4.28,74476
3790,David Foster Wallace,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,/book/show/6748.A_Supposedly_Fun_Thing_I_ll_Never_Do_Again,4.23,34311
1965,David Gemmell,"Legend (The Drenai Saga, #1)",/book/show/618177.Legend,4.27,26918
484,David Guterson,Snow Falling on Cedars,/book/show/77142.Snow_Falling_on_Cedars,3.84,166400
2094,David J Morden,Coming Storm,/book/show/35262703-coming-storm,4.23,617
1324,David James Duncan,The Brothers K,/book/show/19534.The_Brothers_K,4.38,13938
901,David Levithan,"Every Day (Every Day, #1)",/book/show/13262783-every-day,3.94,196339
2467,David Levithan,Boy Meets Boy,/book/show/23228.Boy_Meets_Boy,3.83,66035
2714,David Levithan,Two Boys Kissing,/book/show/17237214-two-boys-kissing,4.09,40675
3305,David Levithan,The Lover's Dictionary,/book/show/9279177-the-lover-s-dictionary,3.88,43390
656,David McCullough,John Adams,/book/show/2203.John_Adams,4.05,313225
1943,David McCullough,1776,/book/show/1067.1776,4.07,187439
391,David Mitchell,Cloud Atlas,/book/show/49628.Cloud_Atlas,4.01,217436
2582,David Mitchell,The Thousand Autumns of Jacob de Zoet,/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet,4.01,56022
3613,David Mitchell,Black Swan Green,/book/show/14316.Black_Swan_Green,3.98,35966
3824,David Mitchell,Ghostwritten,/book/show/6819.Ghostwritten,4.05,26725
736,David Nicholls,One Day,/book/show/6280118-one-day,3.8,287574
487,David Sedaris,Me Talk Pretty One Day,/book/show/4137.Me_Talk_Pretty_One_Day,3.99,619590
3029,David Sedaris,Naked,/book/show/4138.Naked,4.09,238446
3055,David Sedaris,Dress Your Family in Corduroy and Denim,/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim,4.1,245865
852,David Wroblewski,The Story of Edgar Sawtelle,/book/show/2731276-the-story-of-edgar-sawtelle,3.62,91625
655,Dean Koontz,Watchers,/book/show/32423.Watchers,4.18,153407
708,Dean Koontz,"Odd Thomas (Odd Thomas, #1)",/book/show/14995.Odd_Thomas,3.97,250834
1615,Dean Koontz,Intensity,/book/show/32439.Intensity,4.04,74506
1894,Dean Koontz,Lightning,/book/show/32424.Lightning,4.06,57121
3303,Dean Koontz,Phantoms,/book/show/32435.Phantoms,3.94,65758
3561,Dean Koontz,Sole Survivor,/book/show/16431.Sole_Survivor,3.79,26882
532,Deborah Harkness,"A Discovery of Witches (All Souls Trilogy, #1)",/book/show/8667848-a-discovery-of-witches,4.0,371842
1352,Deborah Harkness,"Shadow of Night (All Souls Trilogy, #2)",/book/show/11559200-shadow-of-night,4.05,183252
2301,Deborah Harkness,"The Book of Life (All Souls Trilogy, #3)",/book/show/16054217-the-book-of-life,4.17,138414
3846,Deborah Howe,"Bunnicula (Bunnicula, #1)",/book/show/281235.Bunnicula,3.86,62118
1138,Deborah Leblanc,Toe to Toe,/book/show/26157586-toe-to-toe,4.32,6528
695,Dee Brown,Bury My Heart at Wounded Knee: An Indian History of the American West,/book/show/76401.Bury_My_Heart_at_Wounded_Knee,4.22,66711
2922,Deepak Chaswal,Meeting With Christ and Other Poems,/book/show/18334644-meeting-with-christ-and-other-poems,4.54,84
1220,Delia Owens,Where the Crawdads Sing,/book/show/36809135-where-the-crawdads-sing,4.47,991789
3831,Demi Lovato,Staying Strong: 365 Days a Year,/book/show/18479831-staying-strong,3.99,9712
2256,Denis Johnson,Jesus' Son,/book/show/608287.Jesus_Son,4.1,31158
2317,Denis Johnson,Tree of Smoke,/book/show/271074.Tree_of_Smoke,3.53,11415
2606,Denis Johnson,The Largesse of the Sea Maiden,/book/show/35135343-the-largesse-of-the-sea-maiden,3.78,7085
3021,Denis Johnson,Nobody Move,/book/show/4907243-nobody-move,3.27,5367
3787,Denis Johnson,Train Dreams,/book/show/12991188-train-dreams,3.84,17991
2974,Dennis Cooper,Frisk,/book/show/51590.Frisk,3.44,3337
3224,Dennis Cooper,The Sluts,/book/show/51587.The_Sluts,3.48,3041
820,Dennis Lehane,Shutter Island,/book/show/21686.Shutter_Island,4.08,164176
832,Dennis Lehane,Mystic River,/book/show/21671.Mystic_River,4.17,128519
1842,Dennis Sharpe,"Blood &amp; Spirits (The Coming Storm, #1)",/book/show/11187932-blood-spirits,3.69,480
1274,Derek Landy,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",/book/show/284440.Skulduggery_Pleasant,4.13,55415
2861,Derek Landy,"Playing with Fire (Skulduggery Pleasant, #2)",/book/show/2157243.Playing_with_Fire,4.31,24788
3017,Derek Landy,"The Faceless Ones (Skulduggery Pleasant, #3)",/book/show/4893390-the-faceless-ones,4.4,22292
3270,Derek Landy,"Dark Days (Skulduggery Pleasant, #4)",/book/show/40103178-dark-days,4.44,18039
3643,Derek Landy,"Mortal Coil (Skulduggery Pleasant, #5)",/book/show/8113344-mortal-coil,4.47,16439
3926,Derek Landy,"Death Bringer (Skulduggery Pleasant, #6)",/book/show/10221341-death-bringer,4.49,14425
604,Diamante Lavendar,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",/book/show/40593473-finding-hope-in-the-darkness-of-grief,4.33,5246
511,Diana   Forbes,Mistress Suffragette,/book/show/34521870-mistress-suffragette,4.34,7571
75,Diana Gabaldon,"Outlander (Outlander, #1)",/book/show/10964.Outlander,4.23,827851
408,Diana Gabaldon,"Dragonfly in Amber (Outlander, #2)",/book/show/5364.Dragonfly_in_Amber,4.32,288428
486,Diana Gabaldon,"Voyager (Outlander, #3)",/book/show/10987.Voyager,4.37,258531
577,Diana Gabaldon,"Drums of Autumn (Outlander, #4)",/book/show/40909452-drums-of-autumn,4.33,208617
670,Diana Gabaldon,"A Breath of Snow and Ashes (Outlander, #6)",/book/show/10965.A_Breath_of_Snow_and_Ashes,4.44,139687
683,Diana Gabaldon,"The Fiery Cross (Outlander, #5)",/book/show/10967.The_Fiery_Cross,4.24,172364
1188,Diana Gabaldon,"An Echo in the Bone (Outlander, #7)",/book/show/2832909-an-echo-in-the-bone,4.44,118198
1961,Diana Gabaldon,"Written in My Own Heart's Blood (Outlander, #8)",/book/show/11710373-written-in-my-own-heart-s-blood,4.53,95093
260,Diana Wynne Jones,"Howl's Moving Castle (Howl's Moving Castle, #1)",/book/show/6294.Howl_s_Moving_Castle,4.26,217843
3390,Diana Wynne Jones,"Charmed Life (Chrestomanci, #1)",/book/show/244572.Charmed_Life,3.96,30270
298,Diane Setterfield,The Thirteenth Tale,/book/show/40440.The_Thirteenth_Tale,3.96,273158
2829,Dietrich Bonhoeffer,The Cost of Discipleship,/book/show/174834.The_Cost_of_Discipleship,4.28,35202
3240,Dino Buzzati,The Tartar Steppe,/book/show/83017.The_Tartar_Steppe,4.18,16888
2311,Dmitry Glukhovsky,"Metro 2033 (Metro, #1)",/book/show/17274667-metro-2033,4.0,41733
563,Dodie Smith,I Capture the Castle,/book/show/31122.I_Capture_the_Castle,4.0,84939
3360,Don  Phelan,The Beech Tree,/book/show/30156088-the-beech-tree,4.06,112
2177,Don Barr,Alexander Crowley - A New King in Town,/book/show/38822883-alexander-crowley---a-new-king-in-town,4.41,1577
932,Don DeLillo,White Noise,/book/show/28251250-white-noise,3.87,86961
2148,Don DeLillo,Underworld,/book/show/11761.Underworld,3.92,26806
3271,Don Winslow,The Power of the Dog (Power of the Dog #1),/book/show/206236.The_Power_of_the_Dog,4.35,29430
2805,Donald Miller,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,/book/show/7214.Blue_Like_Jazz,3.9,102706
266,Donna Tartt,The Secret History,/book/show/29044.The_Secret_History,4.09,318117
595,Donna Tartt,The Goldfinch,/book/show/17333223-the-goldfinch,3.92,722479
3312,Donna Tartt,The Little Friend,/book/show/775346.The_Little_Friend,3.46,49122
1307,Donna Woolfolk Cross,Pope Joan,/book/show/27252.Pope_Joan,4.07,65507
3357,Donnie  Smith,"We Got Zombies On The Lawn Again, Ma",/book/show/20578084-we-got-zombies-on-the-lawn-again-ma,3.33,95
2052,Doris Kearns Goodwin,Team of Rivals: The Political Genius of Abraham Lincoln,/book/show/2199.Team_of_Rivals,4.27,153150
2100,Doris Lessing,The Golden Notebook,/book/show/24100.The_Golden_Notebook,3.76,19469
1114,Dorothy Allison,Bastard Out of Carolina,/book/show/25354.Bastard_Out_of_Carolina,4.12,38913
1931,Dorothy Dunnett,"The Game of Kings (The Lymond Chronicles, #1)",/book/show/112077.The_Game_of_Kings,4.14,8209
3246,Dorothy Dunnett,"Checkmate (The Lymond Chronicles, #6)",/book/show/112074.Checkmate,4.7,3245
3536,Dorothy Dunnett,"Niccolò Rising (The House of Niccolò, #1)",/book/show/112078.Niccol_Rising,4.27,3897
3918,Dorothy Dunnett,"Pawn in Frankincense (The Lymond Chronicles, #4)",/book/show/360455.Pawn_in_Frankincense,4.61,3503
1785,Dorothy L. Sayers,"Gaudy Night (Lord Peter Wimsey, #12)",/book/show/93575.Gaudy_Night,4.23,23433
2312,Dorothy Parker,The Portable Dorothy Parker,/book/show/46231.The_Portable_Dorothy_Parker,4.34,11256
3866,Dot Hutchison,"The Butterfly Garden  (The Collector, #1)",/book/show/29981261-the-butterfly-garden,4.03,126863
12,Douglas Adams,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,4.22,1442402
156,Douglas Adams,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,4.36,287860
799,Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,4.21,233291
991,Douglas Adams,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency,3.98,121744
1019,Douglas Adams,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",/book/show/8694.Life_the_Universe_and_Everything,4.2,196088
1686,Douglas Adams,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",/book/show/357.The_Long_Dark_Tea_Time_of_the_Soul,4.04,79632
1707,Douglas Adams,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",/book/show/6091075-so-long-and-thanks-for-all-the-fish,4.1,143787
2108,Douglas Adams,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",/book/show/569429.Mostly_Harmless,3.97,110494
3405,Douglas Adams,Last Chance to See,/book/show/8696.Last_Chance_to_See,4.3,21515
3151,Douglas Coupland,Generation X: Tales for an Accelerated Culture,/book/show/3378.Generation_X,3.73,26720
3564,Douglas Coupland,Girlfriend in a Coma,/book/show/3384.Girlfriend_in_a_Coma,3.61,18210
2577,Douglas Preston,"The Cabinet of Curiosities (Pendergast, #3)",/book/show/39031.The_Cabinet_of_Curiosities,4.24,43234
2667,Douglas Preston,"Relic (Pendergast, #1)",/book/show/67035.Relic,4.03,94163
3389,Douglas Preston,"Brimstone (Pendergast, #5; Diogenes, #1)",/book/show/136637.Brimstone,4.12,36137
3418,Douglas Preston,"Still Life With Crows (Pendergast, #4)",/book/show/39033.Still_Life_With_Crows,4.17,33636
973,Douglas R. Hofstadter,"Gödel, Escher, Bach: An Eternal Golden Braid",/book/show/24113.G_del_Escher_Bach,4.28,43082
52,Dr. Seuss,Green Eggs and Ham,/book/show/23772.Green_Eggs_and_Ham,4.3,619163
134,Dr. Seuss,"The Cat in the Hat (The Cat in the Hat, #1)",/book/show/233093.The_Cat_in_the_Hat,4.17,429895
155,Dr. Seuss,How the Grinch Stole Christmas!,/book/show/113946.How_the_Grinch_Stole_Christmas_,4.36,331310
166,Dr. Seuss,The Lorax,/book/show/7784.The_Lorax,4.34,284350
187,Dr. Seuss,"Oh, the Places You'll Go!",/book/show/191139.Oh_the_Places_You_ll_Go_,4.35,329565
760,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish",/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,4.14,166259
1391,Dr. Seuss,Yertle the Turtle and Other Stories,/book/show/420404.Yertle_the_Turtle_and_Other_Stories,4.14,33087
1537,Dr. Seuss,The Cat in the Hat Comes Back,/book/show/667234.The_Cat_in_the_Hat_Comes_Back,3.86,27399
1778,Dr. Seuss,Horton Hears a Who!,/book/show/7779.Horton_Hears_a_Who_,4.18,97090
1809,Dr. Seuss,The Sneetches and Other Stories,/book/show/105549.The_Sneetches_and_Other_Stories,4.3,63637
2925,Dr. Seuss,Dr. Seuss's ABC,/book/show/7769.Dr_Seuss_s_ABC,4.08,42290
592,E. Lockhart,We Were Liars,/book/show/16143347-we-were-liars,3.84,467995
35,E.B. White,Charlotte's Web,/book/show/24178.Charlotte_s_Web,4.18,1422511
1903,E.B. White,Stuart Little,/book/show/138959.Stuart_Little,3.89,110316
2139,E.B. White,The Trumpet of the Swan 50th Anniversary,/book/show/24335.The_Trumpet_of_the_Swan_50th_Anniversary,4.08,69565
1176,E.L. Doctorow,Ragtime,/book/show/175675.Ragtime,3.88,38028
194,E.L. James,"Fifty Shades of Grey (Fifty Shades, #1)",/book/show/10818853-fifty-shades-of-grey,3.66,1953949
320,E.L. James,"Fifty Shades Darker (Fifty Shades, #2)",/book/show/11857408-fifty-shades-darker,3.84,747573
359,E.L. James,"Fifty Shades Freed (Fifty Shades, #3)",/book/show/13536860-fifty-shades-freed,3.85,716158
1121,E.L. James,"Fifty Shades Trilogy (Fifty Shades, #1-3)",/book/show/13584236-fifty-shades-trilogy,4.11,114334
2629,E.L. James,"Grey (Fifty Shades as Told by Christian, #1)",/book/show/25644601-grey,3.79,145623
687,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,4.14,189720
3895,E.L. Konigsburg,The View from Saturday,/book/show/4538.The_View_from_Saturday,3.75,43737
489,E.M. Forster,A Room with a View,/book/show/3087.A_Room_with_a_View,3.91,152179
759,E.M. Forster,Howards End,/book/show/38374795-howards-end,3.95,78958
940,E.M. Forster,A Passage to India,/book/show/45195.A_Passage_to_India,3.68,70142
2416,E.M. Forster,Maurice,/book/show/3103.Maurice,4.04,28079
1160,Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,/book/show/76334.A_New_Earth,4.09,158896
1287,Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment,/book/show/6708.The_Power_of_Now,4.13,212715
98,Edgar Allan Poe,The Complete Stories and Poems,/book/show/23919.The_Complete_Stories_and_Poems,4.38,221062
372,Edgar Allan Poe,The Tell-Tale Heart and Other Writings,/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,4.17,222077
1084,Edgar Allan Poe,The Raven and Other Poems,/book/show/269322.The_Raven_and_Other_Poems,4.3,41619
1428,Edgar Allan Poe,The Raven,/book/show/264158.The_Raven,4.29,101717
1544,Edgar Allan Poe,The Selected Writings of Edgar Allan Poe,/book/show/49338.The_Selected_Writings_of_Edgar_Allan_Poe,4.3,1565
1663,Edgar Allan Poe,The Fall of the House of Usher and Other Tales,/book/show/32559.The_Fall_of_the_House_of_Usher_and_Other_Tales,4.17,68486
3376,Edgar Allan Poe,The Pit and the Pendulum,/book/show/206172.The_Pit_and_the_Pendulum,4.17,58450
3571,Edgar Allan Poe,The Tell-Tale Heart,/book/show/899492.The_Tell_Tale_Heart,4.25,56231
2612,Edgar Rice Burroughs,"A Princess of Mars (Barsoom, #1)",/book/show/40395.A_Princess_of_Mars,3.81,51030
2690,Edgar Rice Burroughs,"Tarzan of the Apes (Tarzan, #1)",/book/show/40425.Tarzan_of_the_Apes,3.9,39427
613,Edith Hamilton,Mythology,/book/show/23522.Mythology,4.01,45024
3016,Edith Pattou,"East (East, #1)",/book/show/161887.East,4.14,39549
456,Edith Wharton,The Age of Innocence,/book/show/53835.The_Age_of_Innocence,3.95,139748
792,Edith Wharton,Ethan Frome,/book/show/5246.Ethan_Frome,3.41,108901
863,Edith Wharton,The House of Mirth,/book/show/17728.The_House_of_Mirth,3.95,84937
591,Edmond Rostand,Cyrano de Bergerac,/book/show/15638.Cyrano_de_Bergerac,4.07,72163
2109,Edward Abbey,Desert Solitaire,/book/show/214614.Desert_Solitaire,4.22,39327
3227,Edward Abbey,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",/book/show/99208.The_Monkey_Wrench_Gang,4.09,21411
3554,Edward Abbey,The Fool's Progress,/book/show/118541.The_Fool_s_Progress,4.22,3217
3835,Edward Albee,Who's Afraid of Virginia Woolf?,/book/show/14940.Who_s_Afraid_of_Virginia_Woolf_,4.08,59829
3488,Edward Eager,"Half Magic (Tales of Magic, #1)",/book/show/225038.Half_Magic,3.94,35413
2595,Edward P. Jones,The Known World,/book/show/67.The_Known_World,3.83,35460
1901,Edward Rutherfurd,London,/book/show/92160.London,4.06,26823
3489,Edward Rutherfurd,New York,/book/show/8258519-new-york,4.13,33026
1554,Edwin A. Abbott,Flatland: A Romance of Many Dimensions,/book/show/433567.Flatland,3.81,57065
4000,Eiichiro Oda,"One Piece, Volume 1: Romance Dawn",/book/show/1237398.One_Piece_Volume_1,4.44,91167
2187,Eiji Yoshikawa,Musashi,/book/show/102030.Musashi,4.46,15211
2380,Eleanor Catton,The Luminaries,/book/show/17333230-the-luminaries,3.73,67176
1834,Eleanor H. Porter,"Pollyanna (Pollyanna, #1)",/book/show/1000751.Pollyanna,3.98,76811
1822,Elena Ferrante,"My Brilliant Friend (The Neapolitan Novels, #1)",/book/show/35036409-my-brilliant-friend,3.96,202520
643,Elie Wiesel,"Night  (The Night Trilogy, #1)",/book/show/1617.Night,4.34,973224
2479,Eliezer Yudkowsky,Harry Potter and the Methods of Rationality,/book/show/10016013-harry-potter-and-the-methods-of-rationality,4.39,13625
