id,avtor,naslov,link,ocena,glasovi 
3189,Jennifer Lynn Barnes,"The Naturals (The Naturals, #1)",/book/show/13597723-the-naturals,4.16,28711
551,Jennifer Niven,All the Bright Places,/book/show/18460392-all-the-bright-places,4.15,302719
3042,Jennifer Niven,Holding Up the Universe,/book/show/28686840-holding-up-the-universe,3.87,65751
2859,Jennifer Probst,"The Marriage Bargain (Marriage to a Billionaire, #1)",/book/show/13486122-the-marriage-bargain,3.81,105676
1848,Jennifer Weiner,"Good in Bed (Cannie Shapiro, #1)",/book/show/14748.Good_in_Bed,3.73,280147
2695,Jennifer Weiner,In Her Shoes,/book/show/14758.In_Her_Shoes,3.79,198358
3330,Jennings Michael Burch,They Cage the Animals at Night,/book/show/19412.They_Cage_the_Animals_at_Night,4.32,8535
3100,Jenny  Lawson,Let's Pretend This Never Happened: A Mostly True Memoir,/book/show/12868761-let-s-pretend-this-never-happened,3.89,165561
2740,Jenny Carroll,"Reunion (The Mediator, #3)",/book/show/199785.Reunion,4.08,36429
2903,Jenny Carroll,"Darkest Hour (The Mediator, #4)",/book/show/23224.Darkest_Hour,4.16,34761
2913,Jenny Carroll,"Ninth Key (The Mediator, #2)",/book/show/199786.Ninth_Key,4.06,37269
1484,Jenny Downham,Before I Die,/book/show/1314332.Before_I_Die,3.83,51407
758,Jenny Han,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",/book/show/15749186-to-all-the-boys-i-ve-loved-before,4.15,494585
1244,Jenny Han,"The Summer I Turned Pretty (Summer, #1)",/book/show/5821978-the-summer-i-turned-pretty,3.92,152662
1724,Jenny Han,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",/book/show/20698530-p-s-i-still-love-you,4.1,232671
2423,Jenny Han,"We'll Always Have Summer (Summer, #3)",/book/show/8680278-we-ll-always-have-summer,4.11,93121
2858,Jenny Han,"It's Not Summer Without You (Summer, #2)",/book/show/6584188-it-s-not-summer-without-you,4.09,110848
2823,Jeph Loeb,Batman: The Long Halloween,/book/show/106069.Batman,4.32,76806
3991,Jeremy Forsyth,"The Evening Tide (Sun, Moon, Sand and Star, #1)",/book/show/35164507-the-evening-tide,4.27,74
1187,Jerome K. Jerome,"Three Men in a Boat (Three Men, #1)",/book/show/4921.Three_Men_in_a_Boat,3.88,55966
3587,Jerome Lawrence,Inherit the Wind,/book/show/253264.Inherit_the_Wind,3.96,20253
382,Jerry Spinelli,"Stargirl (Stargirl, #1)",/book/show/22232.Stargirl,3.76,297448
1991,Jerry Spinelli,"Love, Stargirl (Stargirl, #2)",/book/show/846984.Love_Stargirl,3.82,39136
2885,Jerry Spinelli,Maniac Magee,/book/show/139463.Maniac_Magee,3.88,117074
1251,Jerzy Kosiński,The Painted Bird,/book/show/18452.The_Painted_Bird,3.92,21250
3235,Jess Rothenberg,The Catastrophic History of You and Me,/book/show/11387392-the-catastrophic-history-of-you-and-me,4.03,15542
2806,Jesse Andrews,Me and Earl and the Dying Girl,/book/show/12700353-me-and-earl-and-the-dying-girl,3.55,121081
2366,Jessica Day George,"Dragon Slippers (Dragon Slippers, #1)",/book/show/669570.Dragon_Slippers,4.24,26126
3046,Jessica Day George,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",/book/show/3697927-princess-of-the-midnight-ball,3.93,31980
3649,Jessica Day George,"Dragon Flight (Dragon Slippers, #2)",/book/show/2208744.Dragon_Flight,4.19,18616
2810,Jessica O&#39;Gorek,"Ethereal Fury (Gemini Rising, #1)",/book/show/17977415-ethereal-fury,3.96,212
2551,Jessica Park,"Flat-Out Love (Flat-Out Love, #1)",/book/show/15994590-flat-out-love,4.0,56691
2144,Jessica Shirvington,"Embrace (The Violet Eden Chapters, #1)",/book/show/8635145-embrace,4.01,25438
3865,Jessica Shirvington,"Emblaze (The Violet Eden Chapters, #3)",/book/show/10567183-emblaze,4.39,10775
1684,Jessica Sorensen,"The Coincidence of Callie &amp; Kayden (The Coincidence, #1)",/book/show/16113791-the-coincidence-of-callie-kayden,4.18,110368
3255,Jessica Sorensen,"The Secret of Ella and Micha (The Secret, #1)",/book/show/15717876-the-secret-of-ella-and-micha,4.0,69450
3365,Jessica Sorensen,"The Redemption of Callie &amp; Kayden (The Coincidence, #2)",/book/show/16718083-the-redemption-of-callie-kayden,4.1,47615
2305,Jessica Verday,"The Hollow (The Hollow, #1)",/book/show/2998814-the-hollow,3.75,19704
3207,Jessica Verday,"The Haunted (The Hollow, #2)",/book/show/7159016-the-haunted,4.14,14656
3706,Jessica Warman,Between,/book/show/10397655-between,3.95,9092
597,Jhumpa Lahiri,Interpreter of Maladies,/book/show/5439.Interpreter_of_Maladies,4.15,160474
757,Jhumpa Lahiri,The Namesake,/book/show/33917.The_Namesake,3.99,234211
2321,Jhumpa Lahiri,Unaccustomed Earth,/book/show/85301.Unaccustomed_Earth,4.11,82937
3748,Jhumpa Lahiri,The Lowland,/book/show/17262100-the-lowland,3.85,85861
980,Jim Butcher,"Storm Front (The Dresden Files, #1)",/book/show/47212.Storm_Front,3.99,295740
2096,Jim Butcher,"Furies of Calderon (Codex Alera, #1)",/book/show/29396.Furies_of_Calderon,4.11,97361
2192,Jim Butcher,"Dead Beat (The Dresden Files, #7)",/book/show/17683.Dead_Beat,4.4,108750
2402,Jim Butcher,"Summer Knight (The Dresden Files, #4)",/book/show/91478.Summer_Knight,4.27,128489
2529,Jim Butcher,"Fool Moon (The Dresden Files, #2)",/book/show/91477.Fool_Moon,4.01,163297
2619,Jim Butcher,"Changes (The Dresden Files, #12)",/book/show/6585201-changes,4.49,99809
2675,Jim Butcher,"Grave Peril (The Dresden Files, #3)",/book/show/91476.Grave_Peril,4.15,139685
2799,Jim Butcher,"Proven Guilty (The Dresden Files, #8)",/book/show/91474.Proven_Guilty,4.39,104942
3412,Jim Butcher,"Death Masks (The Dresden Files, #5)",/book/show/91479.Death_Masks,4.29,118303
3517,Jim Butcher,"Turn Coat (The Dresden Files, #11)",/book/show/3475161-turn-coat,4.42,90456
3566,Jim Butcher,"Academ's Fury (Codex Alera, #2)",/book/show/133664.Academ_s_Fury,4.24,63562
3582,Jim Butcher,"White Night (The Dresden Files, #9)",/book/show/91475.White_Night,4.38,104075
3702,Jim Butcher,"Captain's Fury (Codex Alera, #4)",/book/show/346087.Captain_s_Fury,4.34,61195
3827,Jim Butcher,"First Lord's Fury (Codex Alera, #6)",/book/show/6316821-first-lord-s-fury,4.38,56040
3938,Jim Butcher,"Cursor's Fury (Codex Alera, #3)",/book/show/29394.Cursor_s_Fury,4.33,61627
3950,Jim Butcher,"Blood Rites (The Dresden Files, #6)",/book/show/99383.Blood_Rites,4.3,112064
2964,Jim Carroll,The Basketball Diaries,/book/show/682745.The_Basketball_Diaries,3.95,29686
1789,Jim Fergus,"One Thousand White Women: The Journals of May Dodd (One Thousand White Women, #1)",/book/show/33512.One_Thousand_White_Women,3.88,114491
3737,Jim Henry,Miscellaneous Stuff &amp; Stuff,/book/show/17563755-miscellaneous-stuff-stuff,3.59,17
2637,Jim Thompson,The Killer Inside Me,/book/show/298663.The_Killer_Inside_Me,3.82,20887
2751,Jim Thompson,The Grifters,/book/show/19161914-the-grifters,3.86,10157
1738,Jo Nesbø,"The Snowman (Harry Hole, #7)",/book/show/9572203-the-snowman,4.01,110510
3153,Joan Didion,The Year of Magical Thinking,/book/show/7815.The_Year_of_Magical_Thinking,3.89,142915
3981,Joanna Wylde,"Reaper's Property (Reapers MC, #1)",/book/show/17375956-reaper-s-property,4.1,53898
523,Joanne Harris,"Chocolat (Chocolat, #1)",/book/show/47401.Chocolat,3.95,113580
3294,Joanne Harris,Five Quarters of the Orange,/book/show/15096.Five_Quarters_of_the_Orange,3.86,31992
1496,Jodi Ellen Malpas,"This Man (This Man, #1)",/book/show/16140036-this-man,4.1,99746
1897,Jodi Ellen Malpas,"This Man Confessed (This Man, #3)",/book/show/17255265-this-man-confessed,4.4,76450
2163,Jodi Ellen Malpas,"Beneath This Man (This Man, #2)",/book/show/18149927-beneath-this-man,4.28,84231
77,Jodi Picoult,My Sister's Keeper,/book/show/10917.My_Sister_s_Keeper,4.08,1058860
452,Jodi Picoult,Nineteen Minutes,/book/show/14866.Nineteen_Minutes,4.13,301238
879,Jodi Picoult,The Pact,/book/show/10916.The_Pact,4.01,273579
1320,Jodi Picoult,The Storyteller,/book/show/15753740-the-storyteller,4.27,173884
1747,Jodi Picoult,House Rules,/book/show/6614960-house-rules,4.02,148540
1942,Jodi Picoult,Change of Heart,/book/show/1609451.Change_of_Heart,3.93,104662
2297,Jodi Picoult,Plain Truth,/book/show/14864.Plain_Truth,3.98,164083
2990,Jodi Picoult,Small Great Things,/book/show/41021501-small-great-things,4.34,267092
3297,Jodi Picoult,Leaving Time,/book/show/18816603-leaving-time,3.96,142986
3332,Jodi Picoult,Vanishing Acts,/book/show/14865.Vanishing_Acts,3.7,93837
1087,Joe Abercrombie,"The Blade Itself (The First Law, #1)",/book/show/944073.The_Blade_Itself,4.16,166105
2381,Joe Abercrombie,Best Served Cold,/book/show/2315892.Best_Served_Cold,4.16,65439
2521,Joe Abercrombie,"Last Argument of Kings (The First Law, #3)",/book/show/944076.Last_Argument_of_Kings,4.28,109182
2983,Joe Abercrombie,"Before They Are Hanged (The First Law, #2)",/book/show/902715.Before_They_Are_Hanged,4.29,115872
3804,Joe Abercrombie,"The Heroes (First Law World, #5)",/book/show/9300768-the-heroes,4.3,42106
1247,Joe Haldeman,"The Forever War (The Forever War, #1)",/book/show/21611.The_Forever_War,4.14,140123
1847,Joe Hill,NOS4A2,/book/show/15729539-nos4a2,4.07,102181
1933,Joe Hill,Horns,/book/show/6587879-horns,3.92,101535
2173,Joe Hill,Heart-Shaped Box,/book/show/153025.Heart_Shaped_Box,3.84,108903
1628,Joelle Charbonneau,"The Testing (The Testing, #1)",/book/show/13326831-the-testing,4.04,59708
2550,Johann David Wyss,The Swiss Family Robinson,/book/show/62111.The_Swiss_Family_Robinson,3.92,97373
428,Johann Wolfgang von Goethe,"Faust, First Part",/book/show/14706.Faust_First_Part,3.93,58429
764,Johann Wolfgang von Goethe,The Sorrows of Young Werther,/book/show/16640.The_Sorrows_of_Young_Werther,3.67,85686
1793,Johann Wolfgang von Goethe,Faust,/book/show/406373.Faust,3.96,32536
305,Johanna Spyri,"Heidi (Heidi, #1-2)",/book/show/93.Heidi,3.99,172907
1101,John  Williams,Stoner,/book/show/166997.Stoner,4.29,103679
975,John Ajvide Lindqvist,Let the Right One In,/book/show/943402.Let_the_Right_One_In,4.05,90857
3500,John Barth,The Sot-Weed Factor,/book/show/24835.The_Sot_Weed_Factor,4.09,6803
423,John Berendt,Midnight in the Garden of Good and Evil,/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,3.92,224898
210,John Boyne,The Boy in the Striped Pajamas,/book/show/39999.The_Boy_in_the_Striped_Pajamas,4.15,521175
960,John Bunyan,The Pilgrim's Progress,/book/show/29797.The_Pilgrim_s_Progress,4.0,109350
1318,John Connolly,The Book of Lost Things,/book/show/69136.The_Book_of_Lost_Things,3.95,69667
3416,John Connolly,"Every Dead Thing (Charlie Parker, #1)",/book/show/175242.Every_Dead_Thing,3.98,25967
3417,John Corey Whaley,Where Things Come Back,/book/show/8563789-where-things-come-back,3.8,19816
2481,John Crowley,"Little, Big",/book/show/90619.Little_Big,3.82,9988
3401,John D. Simons,Fyodor Dostoyevsky's Crime and Punishment (Monarch Notes),/book/show/17886.Fyodor_Dostoyevsky_s_Crime_and_Punishment,4.37,1535
1927,John Fante,"Ask the Dust (The Saga of Arturo Bandini, #3)",/book/show/46227.Ask_the_Dust,4.12,27942
924,John Flanagan,"The Ruins of Gorlan (Ranger's Apprentice, #1)",/book/show/60400.The_Ruins_of_Gorlan,4.21,125248
1907,John Flanagan,"The Burning Bridge (Ranger's Apprentice, #2)",/book/show/144349.The_Burning_Bridge,4.31,103620
2028,John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)",/book/show/144350.The_Battle_for_Skandia,4.34,80561
2199,John Flanagan,"The Sorcerer of the North (Ranger's Apprentice, #5)",/book/show/1524173.The_Sorcerer_of_the_North,4.27,58709
2248,John Flanagan,"The Icebound Land (Ranger's Apprentice, #3)",/book/show/127823.The_Icebound_Land,4.24,67213
2724,John Flanagan,"Erak's Ransom (Ranger's Apprentice, #7)",/book/show/2836109-erak-s-ransom,4.33,50661
2788,John Flanagan,"The Kings of Clonmel (Ranger's Apprentice, #8)",/book/show/5201089-the-kings-of-clonmel,4.3,47360
2886,John Flanagan,"The Siege of Macindaw (Ranger's Apprentice, #6)",/book/show/1814843.The_Siege_of_Macindaw,4.34,55343
3012,John Flanagan,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",/book/show/7592279-the-emperor-of-nihon-ja,4.42,43306
3428,John Flanagan,"The Outcasts (Brotherband Chronicles, #1)",/book/show/10551947-the-outcasts,4.38,24262
3443,John Flanagan,"Halt's Peril (Ranger's Apprentice, #9)",/book/show/6348045-halt-s-peril,4.39,47240
666,John Fowles,The Magus,/book/show/16286.The_Magus,4.05,47631
994,John Fowles,The Collector,/book/show/243705.The_Collector,3.98,57421
1145,John Fowles,The French Lieutenant's Woman,/book/show/56034.The_French_Lieutenant_s_Woman,3.87,46749
1969,John Galsworthy,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",/book/show/103159.The_Forsyte_Saga,4.17,18258
1321,John Gardner,Grendel,/book/show/676737.Grendel,3.69,32368
1526,John Gray,"Men Are from Mars, Women Are from Venus",/book/show/1274.Men_Are_from_Mars_Women_Are_from_Venus,3.56,165274
10,John Green,The Fault in Our Stars,/book/show/11870085-the-fault-in-our-stars,4.2,3564203
119,John Green,Looking for Alaska,/book/show/99561.Looking_for_Alaska,4.02,1117017
272,John Green,Paper Towns,/book/show/6442769-paper-towns,3.8,923375
770,John Green,An Abundance of Katherines,/book/show/49750.An_Abundance_of_Katherines,3.57,448684
864,John Green,"Will Grayson, Will Grayson",/book/show/6567017-will-grayson-will-grayson,3.77,335503
1335,John Green,Turtles All the Way Down,/book/show/35504431-turtles-all-the-way-down,3.95,316625
2216,John Green,Let it Snow,/book/show/33290383-let-it-snow,3.76,111802
333,John Grisham,"A Time to Kill (Jake Brigance, #1)",/book/show/32542.A_Time_to_Kill,4.08,705748
395,John Grisham,The Firm,/book/show/5358.The_Firm,4.02,565714
925,John Grisham,The Runaway Jury,/book/show/24192.The_Runaway_Jury,3.99,273079
966,John Grisham,The Client,/book/show/5359.The_Client,4.02,402129
1111,John Grisham,The Pelican Brief,/book/show/32499.The_Pelican_Brief,4.01,374647
1666,John Grisham,The Rainmaker,/book/show/5349.The_Rainmaker,3.95,173832
1763,John Grisham,The Testament,/book/show/5348.The_Testament,3.86,106674
2849,John Grisham,The Last Juror,/book/show/5346.The_Last_Juror,3.89,85251
3378,John Grisham,The Broker,/book/show/1110.The_Broker,3.79,83496
3468,John Grisham,A Painted House,/book/show/5360.A_Painted_House,3.71,80275
3687,John Grisham,The Chamber,/book/show/5355.The_Chamber,3.8,127999
244,John Grogan,Marley and Me: Life and Love With the World's Worst Dog,/book/show/12691.Marley_and_Me,4.13,441798
1212,John Hersey,Hiroshima,/book/show/27323.Hiroshima,3.98,60992
1199,John Howard Griffin,Black Like Me,/book/show/42603.Black_Like_Me,4.11,61366
100,John Irving,A Prayer for Owen Meany,/book/show/4473.A_Prayer_for_Owen_Meany,4.23,286356
198,John Irving,The World According to Garp,/book/show/7069.The_World_According_to_Garp,4.09,204963
301,John Irving,The Cider House Rules,/book/show/4687.The_Cider_House_Rules,4.13,161561
807,John Irving,The Hotel New Hampshire,/book/show/11768.The_Hotel_New_Hampshire,3.91,58319
1922,John Irving,A Widow for One Year,/book/show/4659.A_Widow_for_One_Year,3.76,57580
3513,John Irving,Until I Find You,/book/show/9355.Until_I_Find_You,3.64,24701
1399,John Jakes,"North and South (North and South, #1)",/book/show/159178.North_and_South,4.2,56958
2105,John Katzenbach,The Analyst,/book/show/67931.The_Analyst,4.13,36713
220,John Kennedy Toole,A Confederacy of Dunces,/book/show/310612.A_Confederacy_of_Dunces,3.89,231509
375,John Knowles,A Separate Peace,/book/show/5148.A_Separate_Peace,3.58,191136
1323,John Marsden,"Tomorrow, When the War Began (Tomorrow, #1)",/book/show/71865.Tomorrow_When_the_War_Began,4.05,48351
292,John Milton,Paradise Lost,/book/show/15997.Paradise_Lost,3.81,137773
1626,John Richard Spencer,Brownout - 666: or the Real Meaning of the Swastika,/book/show/42849823-brownout---666,4.38,2056
1238,John Scalzi,"Old Man's War (Old Man's War, #1)",/book/show/36510196-old-man-s-war,4.22,162781
3602,John Shors,Beneath a Marble Sky,/book/show/94672.Beneath_a_Marble_Sky,4.01,13825
36,John Steinbeck,Of Mice and Men,/book/show/890.Of_Mice_and_Men,3.88,1947546
385,John Steinbeck,East of Eden,/book/show/4406.East_of_Eden,4.37,430309
459,John Steinbeck,The Grapes of Wrath,/book/show/18114322-the-grapes-of-wrath,3.97,752346
478,John Steinbeck,The Pearl,/book/show/5308.The_Pearl,3.48,188329
539,John Steinbeck,Cannery Row (Cannery Row #1),/book/show/4799.Cannery_Row,4.04,112215
1214,John Steinbeck,The Winter of Our Discontent,/book/show/4796.The_Winter_of_Our_Discontent,4.0,38260
2060,John Steinbeck,Tortilla Flat,/book/show/163977.Tortilla_Flat,3.83,44042
2188,John Steinbeck,Travels with Charley: In Search of America,/book/show/5306.Travels_with_Charley,4.06,72066
3479,John Steinbeck,To a God Unknown,/book/show/111300.To_a_God_Unknown,3.94,9513
3007,John Stuart Mill,On Liberty,/book/show/385228.On_Liberty,3.97,29313
1317,John Tiffany,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",/book/show/29056083-harry-potter-and-the-cursed-child,3.61,705563
3718,John Twelve Hawks,"The Traveler (Fourth Realm, #1)",/book/show/80754.The_Traveler,3.83,10690
2333,John Updike,"Rabbit, Run",/book/show/40656712-rabbit-run,3.58,54597
1096,John Wyndham,The Day of the Triffids,/book/show/530965.The_Day_of_the_Triffids,4.02,90077
2453,John Wyndham,The Chrysalids,/book/show/826845.The_Chrysalids,3.93,42894
1120,John le Carré,The Spy Who Came In from the Cold,/book/show/19494.The_Spy_Who_Came_In_from_the_Cold,4.05,78054
1362,John le Carré,"Tinker, Tailor, Soldier, Spy",/book/show/10073506-tinker-tailor-soldier-spy,4.04,74206
2599,John le Carré,The Constant Gardener,/book/show/19000.The_Constant_Gardener,3.8,21361
342,Jojo Moyes,"Me Before You (Me Before You, #1)",/book/show/17347634-me-before-you,4.26,1154191
3601,Jojo Moyes,"After You (Me Before You, #2)",/book/show/27774596-after-you,3.73,298954
3930,Jojo Moyes,The Girl You Left Behind,/book/show/18693627-the-girl-you-left-behind,3.99,135558
281,Jon Krakauer,Into the Wild,/book/show/1845.Into_the_Wild,3.99,881822
552,Jon Krakauer,Into Thin Air: A Personal Account of the Mount Everest Disaster,/book/show/1898.Into_Thin_Air,4.18,396779
1003,Jon Scieszka,The Stinky Cheese Man and Other Fairly Stupid Tales,/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,4.2,91424
323,Jon Stone,The Monster at the End of this Book,/book/show/44186.The_Monster_at_the_End_of_this_Book,4.44,120224
1213,Jonas Jonasson,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared,3.82,215059
3858,Jonathan Coe,The House of Sleep,/book/show/89055.The_House_of_Sleep,3.95,9322
725,Jonathan Franzen,The Corrections,/book/show/3805.The_Corrections,3.8,156779
1270,Jonathan Franzen,Freedom,/book/show/7905092-freedom,3.76,150690
2891,Jonathan Lethem,Motherless Brooklyn,/book/show/328854.Motherless_Brooklyn,3.88,34188
2828,Jonathan Littell,The Kindly Ones,/book/show/3755250-the-kindly-ones,4.05,8616
2945,Jonathan Maberry,"Rot &amp; Ruin (Rot &amp; Ruin, #1)",/book/show/7157310-rot-ruin,4.1,32506
204,Jonathan Safran Foer,Extremely Loud &amp; Incredibly Close,/book/show/4588.Extremely_Loud_Incredibly_Close,3.97,380978
471,Jonathan Safran Foer,Everything Is Illuminated,/book/show/256566.Everything_Is_Illuminated,3.9,164684
840,Jonathan Stroud,"The Amulet of Samarkand (Bartimaeus, #1)",/book/show/334123.The_Amulet_of_Samarkand,4.0,115910
1558,Jonathan Stroud,"Ptolemy's Gate (Bartimaeus, #3)",/book/show/59264.Ptolemy_s_Gate,4.26,79723
1591,Jonathan Stroud,"The Golem's Eye (Bartimaeus, #2)",/book/show/59263.The_Golem_s_Eye,4.09,87020
3086,Jonathan Stroud,"The Screaming Staircase (Lockwood &amp; Co., #1)",/book/show/13555073-the-screaming-staircase,4.21,33138
3525,Jonathan Stroud,"The Ring of Solomon (Bartimaeus, #0.5)",/book/show/7640705-the-ring-of-solomon,4.2,27379
350,Jonathan Swift,Gulliver's Travels,/book/show/7733.Gulliver_s_Travels,3.57,232526
1511,Jonathan Swift,A Modest Proposal and Other Satirical Works,/book/show/2677.A_Modest_Proposal_and_Other_Satirical_Works,4.05,14299
3212,Jonathan Tropper,This is Where I Leave You,/book/show/6224935-this-is-where-i-leave-you,3.88,133935
2647,Jordan B. Peterson,12 Rules for Life: An Antidote to Chaos,/book/show/30257963-12-rules-for-life,3.94,104184
733,Jorge Luis Borges,Collected Fictions,/book/show/17961.Collected_Fictions,4.58,20629
761,Jorge Luis Borges,Ficciones,/book/show/426504.Ficciones,4.44,49530
1234,Jorge Luis Borges,Labyrinths:  Selected Stories and Other Writings,/book/show/17717.Labyrinths,4.46,27646
2534,Jorge Luis Borges,The Aleph and Other Stories,/book/show/5787.The_Aleph_and_Other_Stories,4.38,30573
3074,Joseph Boyden,Three Day Road,/book/show/823411.Three_Day_Road,4.31,20819
698,Joseph Campbell,The Power of Myth,/book/show/35519.The_Power_of_Myth,4.26,44553
2288,Joseph Campbell,The Hero With a Thousand Faces,/book/show/588138.The_Hero_With_a_Thousand_Faces,4.16,32563
171,Joseph Conrad,Heart of Darkness,/book/show/4900.Heart_of_Darkness,3.43,416220
1731,Joseph Conrad,Lord Jim,/book/show/12194.Lord_Jim,3.62,27238
1762,Joseph Conrad,Heart of Darkness and The Secret Sharer,/book/show/616828.Heart_of_Darkness_and_The_Secret_Sharer,3.5,16472
3352,Joseph Conrad,The Secret Agent,/book/show/86658.The_Secret_Agent,3.59,18667
3550,Joseph Conrad,Nostromo,/book/show/115476.Nostromo,3.82,15347
2528,Joseph Delaney,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",/book/show/298567.Revenge_of_the_Witch,3.99,42236
63,Joseph Heller,"Catch-22 (Catch-22, #1)",/book/show/168668.Catch_22,3.98,724945
3820,Joseph Murphy,The Power of Your Subconscious Mind,/book/show/68984.The_Power_of_Your_Subconscious_Mind,4.13,45862
682,Joseph Smith Jr.,The Book of Mormon: Another Testament of Jesus Christ,/book/show/323355.The_Book_of_Mormon,4.34,75379
2761,Joseph Smith Jr.,Lectures on Faith,/book/show/596304.Lectures_on_Faith,4.49,5393
1052,Josephine Angelini,"Starcrossed (Starcrossed, #1)",/book/show/9462795-starcrossed,4.05,64795
2308,Josephine Angelini,"Dreamless (Starcrossed, #2)",/book/show/12995284-dreamless,4.19,39157
3426,Josephine Angelini,"Goddess (Starcrossed, #3)",/book/show/7849034-goddess,4.23,28515
1618,Josephine Tey,"The Daughter of Time (Inspector Alan Grant, #5)",/book/show/77661.The_Daughter_of_Time,3.93,23641
2106,Josh Malerman,"Bird Box (Bird Box, #1)",/book/show/18498558-bird-box,4.01,143818
3119,Joshua Rem,Leap of Faith (The Rufino Factor Book One),/book/show/31921231-leap-of-faith,4.24,249
3110,Joss Stirling,"Finding Sky (Benedicts, #1)",/book/show/8314214-finding-sky,4.08,17552
308,Jostein Gaarder,Sophie's World,/book/show/10959.Sophie_s_World,3.93,201250
1887,Jostein Gaarder,The Solitaire Mystery,/book/show/48318.The_Solitaire_Mystery,4.17,21554
2902,Jostein Gaarder,The Orange Girl,/book/show/25403.The_Orange_Girl,3.91,23592
1936,José Mauro de Vasconcelos,شجرتي شجرة البرتقال الرائعة,/book/show/36660125,4.41,33769
250,José Saramago,"Blindness (Blindness, #1)",/book/show/40495148-blindness,4.13,201699
2320,José Saramago,Death with Interruptions,/book/show/3018539-death-with-interruptions,4.0,37104
2754,José Saramago,The Gospel According to Jesus Christ,/book/show/28859.The_Gospel_According_to_Jesus_Christ,4.29,24228
2938,José Saramago,Baltasar and Blimunda,/book/show/2530.Baltasar_and_Blimunda,3.93,16063
3038,Joyce Carol Oates,We Were the Mulvaneys,/book/show/5204.We_Were_the_Mulvaneys,3.73,94029
3819,João Guimarães Rosa,Grande Sertão: Veredas,/book/show/2363958.Grande_Sert_o,4.57,3778
1651,Joël Dicker,La Vérité sur l'affaire Harry Quebert,/book/show/16033842-la-v-rit-sur-l-affaire-harry-quebert,4.07,91999
1248,Juan Gomez-Jurado,The Traitor's Emblem,/book/show/10204213-the-traitor-s-emblem,3.83,2527
1904,Juan Gomez-Jurado,"God's Spy (Father Anthony Fowler, #1)",/book/show/681552.God_s_Spy,3.76,3604
2286,Juan Gomez-Jurado,"The Moses Expedition (Father Anthony Fowler, #2)",/book/show/6715394-the-moses-expedition,3.69,2716
1409,Juan Rulfo,Pedro Páramo,/book/show/38787.Pedro_P_ramo,4.06,42326
1824,Jude Deveraux,"A Knight in Shining Armor (Montgomery/Taggert Family, #13)",/book/show/73385.A_Knight_in_Shining_Armor,4.22,33288
3721,Jude Watson,"In Too Deep (The 39 Clues, #6)",/book/show/6389704-in-too-deep,4.03,42377
1300,Judi Barrett,"Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs, #1)",/book/show/8073.Cloudy_With_a_Chance_of_Meatballs,4.16,130724
2643,Judith Guest,Ordinary People,/book/show/160251.Ordinary_People,3.91,18646
2008,Judith McNaught,"Whitney, My Love (Westmoreland, #2)",/book/show/350684.Whitney_My_Love,4.16,30788
2664,Judith McNaught,"Paradise (Second Opportunities, #1)",/book/show/16006.Paradise,4.31,30632
3053,Judith McNaught,"Once and Always (Sequels, #1)",/book/show/129620.Once_and_Always,4.2,23501
3195,Judith McNaught,"Something Wonderful (Sequels, #2)",/book/show/129616.Something_Wonderful,4.32,25305
3496,Judith McNaught,"Almost Heaven (Sequels, #3)",/book/show/129621.Almost_Heaven,4.33,24835
3644,Judith McNaught,"Perfect (Second Opportunities, #2)",/book/show/129617.Perfect,4.3,22223
1159,Judith Viorst,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",/book/show/46677.Alexander_and_the_Terrible_Horrible_No_Good_Very_Bad_Day,4.23,171710
306,Judy Blume,"Are You There God? It's Me, Margaret",/book/show/37732.Are_You_There_God_It_s_Me_Margaret,3.9,190148
703,Jules Verne,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,3.89,199173
804,Jules Verne,Around the World in Eighty Days,/book/show/54479.Around_the_World_in_Eighty_Days,3.93,184791
1042,Jules Verne,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",/book/show/32829.Journey_to_the_Center_of_the_Earth,3.86,154628
1921,Jules Verne,"The Mysterious Island (Extraordinary Voyages, #12)",/book/show/32831.The_Mysterious_Island,4.11,43841
2745,Julia Alvarez,In the Time of the Butterflies,/book/show/11206.In_the_Time_of_the_Butterflies,4.14,55811
1819,Julia Hoban,Willow,/book/show/4570768-willow,3.92,31564
3910,Julia Quinn,"The Duke and I (Bridgertons, #1)",/book/show/110391.The_Duke_and_I,4.04,88546
